ITERATION 3 

PARAMS:
-> num_beams:  10 
-> no_repeat_ngram_size:  1 
-> repetition_penalty:  1.2 
-> temperature:  1.2 
-> top_k:  100 
-> top_p:  0.8 
-> max_length:  100 
 
LOSS 9.22384262084961 	 ACC 0.25 
LOSS 12.255407333374023 	 ACC 0.25 
LOSS 9.768587112426758 	 ACC 0.14999999999999997 
LOSS 6.239458084106445 	 ACC 0.25 
LOSS 5.300858974456787 	 ACC 0.0 
LOSS 6.032873153686523 	 ACC 0.0 
LOSS 13.16931438446045 	 ACC 0.25 
LOSS 9.916972160339355 	 ACC 0.15 
LOSS 5.730522155761719 	 ACC 0.14999999999999997 
LOSS 8.251100540161133 	 ACC 0.0 
LOSS 6.3715410232543945 	 ACC 0.25 
LOSS 8.645212173461914 	 ACC 0.39999999999999997 
LOSS 9.919403076171875 	 ACC 0.15 
LOSS 9.767657279968262 	 ACC 0.4 
LOSS 5.830532550811768 	 ACC 0.75 
LOSS 11.196903228759766 	 ACC 0.25 
LOSS 9.835576057434082 	 ACC 0.0 
LOSS 9.616862297058105 	 ACC 0.5 
LOSS 9.80699634552002 	 ACC 0.0 
LOSS 4.421789646148682 	 ACC 0.65 
LOSS 11.575925827026367 	 ACC 0.14999999999999997 
LOSS 10.570765495300293 	 ACC 0.0 
LOSS 12.080623626708984 	 ACC 0.15 
LOSS 6.233987808227539 	 ACC 0.25 
LOSS 4.70778226852417 	 ACC 0.15 
LOSS 8.771357536315918 	 ACC 0.0 
LOSS 13.08090877532959 	 ACC 0.0 
LOSS 7.147256374359131 	 ACC 0.3 
LOSS 10.158110618591309 	 ACC 0.0 
LOSS 10.602758407592773 	 ACC 0.0 
LOSS 8.312509536743164 	 ACC 0.4 
LOSS 8.313817977905273 	 ACC 0.25 
LOSS 8.755805969238281 	 ACC 0.0 
LOSS 9.442010879516602 	 ACC 0.25 
LOSS 9.474185943603516 	 ACC 0.6499999999999999 
LOSS 9.38404369354248 	 ACC 0.15000000000000002 
LOSS 9.127517700195312 	 ACC 0.25 
LOSS 9.964462280273438 	 ACC 0.25 
LOSS 12.498510360717773 	 ACC 0.0 
LOSS 10.42271900177002 	 ACC 0.25 
LOSS 8.801183700561523 	 ACC 0.0 
LOSS 10.406073570251465 	 ACC 0.0 
LOSS 7.642127513885498 	 ACC 0.39999999999999997 
LOSS 10.993578910827637 	 ACC 0.0 
LOSS 7.676121234893799 	 ACC 0.5 
LOSS 9.136201858520508 	 ACC 0.25 
LOSS 10.797094345092773 	 ACC 0.0 
LOSS 5.570539474487305 	 ACC 0.15000000000000002 
LOSS 10.278670310974121 	 ACC 0.0 
LOSS 9.128347396850586 	 ACC 0.75 
LOSS 9.399374961853027 	 ACC 0.25 
LOSS 8.27672004699707 	 ACC 0.5499999999999999 
LOSS 1.6022913455963135 	 ACC 0.25 
LOSS 6.908958435058594 	 ACC 0.25 
LOSS 9.488973617553711 	 ACC 0.25 
LOSS 10.959589004516602 	 ACC 0.4 
LOSS 7.604336738586426 	 ACC 0.25 
LOSS 10.816041946411133 	 ACC 0.14999999999999997 
LOSS 10.52476978302002 	 ACC 0.25 
LOSS 8.279576301574707 	 ACC 0.25 
LOSS 8.751428604125977 	 ACC 0.25 
LOSS 7.918159484863281 	 ACC 0.25 
LOSS 10.035932540893555 	 ACC 0.0 
LOSS 6.196511745452881 	 ACC 0.39999999999999997 
LOSS 7.3711256980896 	 ACC 0.5 
LOSS 8.000051498413086 	 ACC 0.0 
LOSS 7.987900733947754 	 ACC 0.14999999999999997 
LOSS 9.391990661621094 	 ACC 0.25 
LOSS 4.5647711753845215 	 ACC 0.5 
LOSS 5.5490875244140625 	 ACC 0.0 
LOSS 5.507481098175049 	 ACC 0.5 
LOSS 4.963184356689453 	 ACC 0.14999999999999997 
LOSS 6.647383689880371 	 ACC 0.0 
LOSS 5.28642463684082 	 ACC 0.25 
LOSS 9.184428215026855 	 ACC 0.0 
LOSS 8.697185516357422 	 ACC 0.65 
LOSS 8.017627716064453 	 ACC 0.0 
LOSS 9.355267524719238 	 ACC 0.0 
LOSS 8.501948356628418 	 ACC 0.65 
LOSS 6.310220718383789 	 ACC 0.4 
LOSS 7.9001617431640625 	 ACC 0.39999999999999997 
LOSS 6.6001152992248535 	 ACC 0.25 
LOSS 3.2834579944610596 	 ACC 0.25 
LOSS 10.690306663513184 	 ACC 0.25 
LOSS 7.808250427246094 	 ACC 0.5 
LOSS 8.650354385375977 	 ACC 0.5 
LOSS 9.45972728729248 	 ACC 0.0 
LOSS 6.3174004554748535 	 ACC 0.5 
LOSS 9.745004653930664 	 ACC 0.5 
LOSS 6.290581226348877 	 ACC 0.5 
LOSS 8.416681289672852 	 ACC 0.15000000000000002 
LOSS 6.4507975578308105 	 ACC 0.25 
LOSS 6.040039539337158 	 ACC 0.5 
LOSS 8.984471321105957 	 ACC 0.39999999999999997 
LOSS 14.050090789794922 	 ACC 0.0 
LOSS 7.50204610824585 	 ACC 0.15000000000000002 
LOSS 5.124943256378174 	 ACC 0.25 
LOSS 6.287041187286377 	 ACC 0.14999999999999997 
LOSS 4.086795330047607 	 ACC 0.25 
LOSS 9.63985824584961 	 ACC 0.14999999999999997 
LOSS 8.14553451538086 	 ACC 0.25 
LOSS 10.332716941833496 	 ACC 0.0 
LOSS 4.382873058319092 	 ACC 0.25 
LOSS 6.815701961517334 	 ACC 0.25 
LOSS 5.824178218841553 	 ACC 0.25 
LOSS 7.818509101867676 	 ACC 0.4 
LOSS 9.282419204711914 	 ACC 0.0 
LOSS 6.446009635925293 	 ACC 0.0 
LOSS 5.896693706512451 	 ACC 0.5 
LOSS 5.505573272705078 	 ACC 0.0 
LOSS 11.114595413208008 	 ACC 0.5 
LOSS 9.854316711425781 	 ACC 0.39999999999999997 
LOSS 11.448670387268066 	 ACC 0.25 
LOSS 6.841376304626465 	 ACC 0.55 
LOSS 8.427153587341309 	 ACC 0.25 
LOSS 8.335341453552246 	 ACC 0.25 
LOSS 5.311385631561279 	 ACC 0.5 
LOSS 5.444773197174072 	 ACC 0.25 
LOSS 8.885454177856445 	 ACC 0.0 
LOSS 4.435976028442383 	 ACC 0.0 
LOSS 10.081561088562012 	 ACC 0.15 
LOSS 4.480931282043457 	 ACC 0.25 
LOSS 9.259066581726074 	 ACC 0.25 
LOSS 1.6995091438293457 	 ACC 0.0 
LOSS 2.1336469650268555 	 ACC 0.5 
LOSS 6.841501235961914 	 ACC 0.0 
LOSS 7.484487056732178 	 ACC 0.39999999999999997 
LOSS 9.782684326171875 	 ACC 0.6499999999999999 
LOSS 8.424973487854004 	 ACC 0.15000000000000002 
LOSS 8.30592155456543 	 ACC 0.0 
LOSS 7.115970611572266 	 ACC 0.25 
LOSS 10.176835060119629 	 ACC 0.25 
LOSS 11.444548606872559 	 ACC 0.25 
LOSS 4.633932113647461 	 ACC 0.15 
LOSS 9.794248580932617 	 ACC 0.39999999999999997 
LOSS 9.001537322998047 	 ACC 0.25 
LOSS 5.915187835693359 	 ACC 0.25 
LOSS 12.52496337890625 	 ACC 0.5 
LOSS 7.155965328216553 	 ACC 0.0 
LOSS 9.214739799499512 	 ACC 0.15000000000000002 
LOSS 7.072939872741699 	 ACC 0.5 
LOSS 8.43956184387207 	 ACC 0.0 
LOSS 5.724606037139893 	 ACC 0.25 
LOSS 11.55319881439209 	 ACC 0.0 
LOSS 7.6682868003845215 	 ACC 0.25 
LOSS 3.6419925689697266 	 ACC 0.5 
LOSS 8.464974403381348 	 ACC 0.25 
LOSS 7.569177150726318 	 ACC 0.14999999999999997 
LOSS 7.179166793823242 	 ACC 0.25 
LOSS 9.311955451965332 	 ACC 0.25 
LOSS 8.201192855834961 	 ACC 0.0 
LOSS 7.464018821716309 	 ACC 0.15000000000000002 
LOSS 6.7505927085876465 	 ACC 0.0 
LOSS 7.447041034698486 	 ACC 0.25 
LOSS 6.666250228881836 	 ACC 0.4 
LOSS 8.776525497436523 	 ACC 0.25 
LOSS 5.318310260772705 	 ACC 0.0 
LOSS 6.554954528808594 	 ACC 0.5 
LOSS 5.239337921142578 	 ACC 0.4 
LOSS 7.771251201629639 	 ACC 0.25 
LOSS 8.44216537475586 	 ACC 0.5 
LOSS 8.853669166564941 	 ACC 0.25 
LOSS 10.695894241333008 	 ACC 0.4 
LOSS 10.513910293579102 	 ACC 0.0 
LOSS 10.467179298400879 	 ACC 0.0 
LOSS 5.560379505157471 	 ACC 0.5 
LOSS 6.972481727600098 	 ACC 0.25 
LOSS 9.026097297668457 	 ACC 0.25 
LOSS 5.565661907196045 	 ACC 0.5 
LOSS 9.35776424407959 	 ACC 0.0 
LOSS 3.4868357181549072 	 ACC 0.25 
LOSS 6.042886257171631 	 ACC 0.25 
LOSS 5.048512935638428 	 ACC 0.15000000000000002 
LOSS 7.326883316040039 	 ACC 0.25 
LOSS 7.740520000457764 	 ACC 0.5 
LOSS 7.120312213897705 	 ACC 0.0 
LOSS 7.8186421394348145 	 ACC 0.0 
LOSS 10.63141918182373 	 ACC 0.25 
LOSS 8.218741416931152 	 ACC 0.25 
LOSS 6.077156066894531 	 ACC 0.15000000000000002 
LOSS 7.922419548034668 	 ACC 0.25 
LOSS 5.73556661605835 	 ACC 0.5 
LOSS 8.852506637573242 	 ACC 0.0 
LOSS 9.062814712524414 	 ACC 0.14999999999999997 
LOSS 8.838140487670898 	 ACC 0.0 
LOSS 7.8467841148376465 	 ACC 0.25 
LOSS 7.288734436035156 	 ACC 0.25 
LOSS 7.920472145080566 	 ACC 0.25 
LOSS 8.216890335083008 	 ACC 0.25 
LOSS 8.499235153198242 	 ACC 0.39999999999999997 
LOSS 8.663435935974121 	 ACC 0.25 
LOSS 10.212896347045898 	 ACC 0.75 
LOSS 7.545961380004883 	 ACC 0.25 
LOSS 7.957249641418457 	 ACC 0.25 
LOSS 11.553908348083496 	 ACC 0.75 
LOSS 9.615011215209961 	 ACC 0.39999999999999997 
LOSS 6.400064468383789 	 ACC 0.4 
LOSS 5.42178201675415 	 ACC 0.5 
LOSS 6.5068488121032715 	 ACC 0.15000000000000002 
LOSS 5.428445816040039 	 ACC 0.0 
LOSS 5.851100921630859 	 ACC 0.5 
LOSS 9.1010103225708 	 ACC 0.25 
LOSS 4.053870677947998 	 ACC 0.0 
LOSS 8.967184066772461 	 ACC 0.3 
LOSS 7.846987247467041 	 ACC 0.0 
LOSS 7.211418151855469 	 ACC 0.15000000000000002 
LOSS 7.6670966148376465 	 ACC 0.0 
LOSS 6.197899341583252 	 ACC 0.25 
LOSS 3.561469078063965 	 ACC 0.0 
LOSS 5.182890892028809 	 ACC 0.25 
LOSS 6.577400207519531 	 ACC 0.14999999999999997 
LOSS 9.697334289550781 	 ACC 0.25 
LOSS 5.0014166831970215 	 ACC 0.0 
LOSS 8.802499771118164 	 ACC 0.25 
LOSS 3.627014398574829 	 ACC 0.25 
LOSS 7.305266857147217 	 ACC 0.25 
LOSS 4.930218696594238 	 ACC 0.5 
LOSS 4.978814601898193 	 ACC 0.25 
LOSS 9.003104209899902 	 ACC 0.25 
LOSS 5.089813232421875 	 ACC 0.39999999999999997 
LOSS 4.579095363616943 	 ACC 0.5 
LOSS 5.987765312194824 	 ACC 0.0 
LOSS 9.772031784057617 	 ACC 0.75 
LOSS 6.4383039474487305 	 ACC 0.25 
LOSS 5.260983467102051 	 ACC 0.25 
LOSS 7.227364540100098 	 ACC 0.25 
LOSS 10.179508209228516 	 ACC 0.25 
LOSS 5.084153652191162 	 ACC 0.25 
LOSS 5.16577672958374 	 ACC 0.14999999999999997 
LOSS 7.8621296882629395 	 ACC 0.5 
LOSS 8.205334663391113 	 ACC 0.0 
LOSS 7.350918769836426 	 ACC 0.5 
LOSS 3.245286703109741 	 ACC 0.0 
LOSS 8.761787414550781 	 ACC 0.39999999999999997 
LOSS 8.50395393371582 	 ACC 0.25 
LOSS 7.667010307312012 	 ACC 0.15 
LOSS 7.073810577392578 	 ACC 0.25 
LOSS 5.610317707061768 	 ACC 0.15 
LOSS 9.580580711364746 	 ACC 0.5 
LOSS 2.0341882705688477 	 ACC 0.5 
LOSS 7.820674896240234 	 ACC 0.25 
LOSS 6.337731838226318 	 ACC 0.0 
LOSS 4.805222988128662 	 ACC 0.0 
LOSS 6.455047130584717 	 ACC 0.0 
LOSS 7.799554824829102 	 ACC 0.14999999999999997 
LOSS 9.893406867980957 	 ACC 0.4 
LOSS 7.172117233276367 	 ACC 0.25 
LOSS 5.591134548187256 	 ACC 0.4 
LOSS 4.572412490844727 	 ACC 0.25 
LOSS 6.762535095214844 	 ACC 0.0 
LOSS 7.021512508392334 	 ACC 0.0 
LOSS 5.224926471710205 	 ACC 0.0 
LOSS 5.988844871520996 	 ACC 0.0 
LOSS 7.377407073974609 	 ACC 0.25 
LOSS 7.556897163391113 	 ACC 0.0 
LOSS 9.255904197692871 	 ACC 0.5 
LOSS 8.016697883605957 	 ACC 0.0 
LOSS 9.31765079498291 	 ACC 0.14999999999999997 
LOSS 6.112166404724121 	 ACC 0.75 
LOSS 5.676593780517578 	 ACC 0.0 
LOSS 5.859686374664307 	 ACC 0.25 
LOSS 7.8304948806762695 	 ACC 0.0 
LOSS 7.08206033706665 	 ACC 0.25 
LOSS 6.668190956115723 	 ACC 0.15000000000000002 
LOSS 7.201746940612793 	 ACC 0.15 
LOSS 7.653436660766602 	 ACC 0.25 
LOSS 7.075188159942627 	 ACC 0.25 
LOSS 4.374145984649658 	 ACC 0.0 
LOSS 7.11313533782959 	 ACC 0.65 
LOSS 5.889474868774414 	 ACC 0.0 
LOSS 4.9934186935424805 	 ACC 0.25 
LOSS 4.817111492156982 	 ACC 0.4 
LOSS 6.473773002624512 	 ACC 0.0 
LOSS 5.259574890136719 	 ACC 0.25 
LOSS 5.709798812866211 	 ACC 0.0 
LOSS 5.779862403869629 	 ACC 0.0 
LOSS 6.129624843597412 	 ACC 0.0 
LOSS 6.550343990325928 	 ACC 0.25 
LOSS 9.903059959411621 	 ACC 0.25 
LOSS 7.9066338539123535 	 ACC 0.0 
LOSS 6.333925247192383 	 ACC 0.25 
LOSS 7.937521934509277 	 ACC 0.5 
LOSS 4.571939468383789 	 ACC 0.15 
LOSS 7.7430267333984375 	 ACC 0.0 
LOSS 7.080888271331787 	 ACC 0.4 
LOSS 6.005242347717285 	 ACC 0.39999999999999997 
LOSS 4.387267589569092 	 ACC 0.0 
LOSS 8.93293571472168 	 ACC 0.0 
LOSS 9.198277473449707 	 ACC 0.0 
LOSS 7.492105484008789 	 ACC 0.5 
LOSS 7.671439170837402 	 ACC 0.25 
LOSS 3.9240009784698486 	 ACC 0.14999999999999997 
LOSS 5.550718307495117 	 ACC 0.5 
LOSS 8.525689125061035 	 ACC 0.0 
LOSS 5.222777843475342 	 ACC 0.75 
LOSS 4.089412689208984 	 ACC 0.25 
LOSS 6.994390487670898 	 ACC 0.5 
LOSS 9.998661994934082 	 ACC 0.14999999999999997 
LOSS 6.937437057495117 	 ACC 0.0 
LOSS 6.256270408630371 	 ACC 0.4 
LOSS 5.5486016273498535 	 ACC 0.15 
LOSS 6.920044422149658 	 ACC 0.14999999999999997 
LOSS 4.665545463562012 	 ACC 0.0 
LOSS 5.825828552246094 	 ACC 0.25 
LOSS 6.984868049621582 	 ACC 0.25 
LOSS 4.236674785614014 	 ACC 0.0 
LOSS 4.57517147064209 	 ACC 0.5 
LOSS 6.878037929534912 	 ACC 0.25 
LOSS 7.295000076293945 	 ACC 1.0 
LOSS 6.4040303230285645 	 ACC 0.39999999999999997 
LOSS 7.14245080947876 	 ACC 0.5 
LOSS 6.312095642089844 	 ACC 0.0 
LOSS 3.1819515228271484 	 ACC 0.25 
LOSS 7.700230598449707 	 ACC 0.0 
LOSS 5.030492305755615 	 ACC 0.5 
LOSS 3.252356767654419 	 ACC 0.25 
LOSS 5.0881571769714355 	 ACC 0.25 
LOSS 6.288331985473633 	 ACC 0.25 
LOSS 6.902879238128662 	 ACC 0.0 
LOSS 7.463930606842041 	 ACC 0.5 
LOSS 5.419482707977295 	 ACC 0.0 
LOSS 7.334186553955078 	 ACC 0.0 
LOSS 7.2049150466918945 	 ACC 0.25 
LOSS 2.7171614170074463 	 ACC 0.4 
LOSS 6.557331562042236 	 ACC 0.25 
LOSS 6.653711795806885 	 ACC 0.25 
LOSS 5.8297200202941895 	 ACC 0.0 
LOSS 6.321652889251709 	 ACC 0.0 
LOSS 6.210190296173096 	 ACC 0.25 
LOSS 5.985928535461426 	 ACC 0.25 
LOSS 6.152171611785889 	 ACC 0.25 
LOSS 6.268298149108887 	 ACC 0.0 
LOSS 9.393768310546875 	 ACC 0.25 
LOSS 6.342522621154785 	 ACC 0.25 
LOSS 8.11345386505127 	 ACC 0.5499999999999999 
LOSS 7.906912326812744 	 ACC 0.65 
LOSS 8.864277839660645 	 ACC 0.25 
LOSS 7.7078680992126465 	 ACC 0.25 
LOSS 4.425532341003418 	 ACC 0.5 
LOSS 7.83514928817749 	 ACC 0.0 
LOSS 6.529022693634033 	 ACC 0.0 
LOSS 6.472634315490723 	 ACC 0.25 
LOSS 6.193875312805176 	 ACC 0.0 
LOSS 6.31992769241333 	 ACC 0.5 
LOSS 9.103394508361816 	 ACC 0.25 
LOSS 5.8884596824646 	 ACC 0.5 
LOSS 3.986521005630493 	 ACC 0.4 
LOSS 4.384921550750732 	 ACC 0.0 
LOSS 5.808187484741211 	 ACC 0.0 
LOSS 4.5156965255737305 	 ACC 0.25 
LOSS 7.294557094573975 	 ACC 0.25 
LOSS 5.651684761047363 	 ACC 0.15 
LOSS 5.695615768432617 	 ACC 0.25 
LOSS 8.133749961853027 	 ACC 0.0 
LOSS 6.479825496673584 	 ACC 0.25 
LOSS 6.928278923034668 	 ACC 0.25 
LOSS 4.891377925872803 	 ACC 0.25 
LOSS 8.235835075378418 	 ACC 0.75 
LOSS 5.1236252784729 	 ACC 0.0 
LOSS 7.657461643218994 	 ACC 0.0 
LOSS 9.136791229248047 	 ACC 0.25 
LOSS 6.769150733947754 	 ACC 0.75 
LOSS 7.159066200256348 	 ACC 0.0 
LOSS 5.43739652633667 	 ACC 0.25 
LOSS 7.268296718597412 	 ACC 0.14999999999999997 
LOSS 6.101165771484375 	 ACC 0.25 
LOSS 7.618295192718506 	 ACC 0.0 
LOSS 6.226493835449219 	 ACC 0.4 
LOSS 6.309831619262695 	 ACC 0.0 
LOSS 4.411983966827393 	 ACC 0.0 
LOSS 4.758596897125244 	 ACC 0.15000000000000002 
LOSS 5.459676265716553 	 ACC 0.25 
LOSS 5.707387447357178 	 ACC 0.14999999999999997 
LOSS 3.1655075550079346 	 ACC 0.5 
LOSS 6.439773082733154 	 ACC 0.4 
LOSS 3.4940576553344727 	 ACC 0.4 
LOSS 4.027864933013916 	 ACC 0.15 
LOSS 5.856692790985107 	 ACC 0.25 
LOSS 6.264409065246582 	 ACC 0.25 
LOSS 8.728765487670898 	 ACC 0.25 
LOSS 5.1487555503845215 	 ACC 0.25 
LOSS 6.7589898109436035 	 ACC 0.25 
LOSS 5.756131649017334 	 ACC 0.39999999999999997 
LOSS 6.517254829406738 	 ACC 0.0 
LOSS 7.8528900146484375 	 ACC 0.25 
LOSS 5.93860387802124 	 ACC 0.0 
LOSS 6.02398681640625 	 ACC 0.25 
LOSS 8.208104133605957 	 ACC 0.25 
LOSS 4.472557544708252 	 ACC 0.25 
LOSS 3.3807621002197266 	 ACC 0.25 
LOSS 6.013129234313965 	 ACC 0.25 
LOSS 4.3527960777282715 	 ACC 0.25 
LOSS 5.9727067947387695 	 ACC 0.25 
LOSS 5.430788516998291 	 ACC 0.5 
LOSS 5.951435089111328 	 ACC 0.25 
LOSS 4.129383087158203 	 ACC 0.75 
LOSS 3.6831648349761963 	 ACC 0.0 
LOSS 2.95888352394104 	 ACC 0.39999999999999997 
LOSS 8.089933395385742 	 ACC 0.0 
LOSS 8.80752182006836 	 ACC 0.0 
LOSS 5.0754618644714355 	 ACC 0.5 
LOSS 5.8153910636901855 	 ACC 0.5 
LOSS 5.044796466827393 	 ACC 0.15 
LOSS 5.849579811096191 	 ACC 0.15 
LOSS 4.359729766845703 	 ACC 0.0 
LOSS 4.853399276733398 	 ACC 0.25 
LOSS 6.478954315185547 	 ACC 0.25 
LOSS 4.6314496994018555 	 ACC 0.14999999999999997 
LOSS 2.776482582092285 	 ACC 0.15000000000000002 
LOSS 3.512620687484741 	 ACC 0.6499999999999999 
LOSS 4.940662860870361 	 ACC 0.25 
LOSS 6.47843074798584 	 ACC 0.0 
LOSS 3.3749759197235107 	 ACC 0.0 
LOSS 5.107840538024902 	 ACC 0.14999999999999997 
LOSS 4.9383111000061035 	 ACC 0.75 
LOSS 5.438554763793945 	 ACC 0.15 
LOSS 4.500219821929932 	 ACC 0.0 
LOSS 4.6633172035217285 	 ACC 0.5 
