ITERATION 2 

PARAMS:
-> num_beams:  3 
-> no_repeat_ngram_size:  3 
-> repetition_penalty:  1.0 
-> temperature:  0.7 
-> top_k:  100 
-> top_p:  0.7 
-> max_length:  20 
 
LOSS 12.670243263244629 	 ACC 0.25 
LOSS 13.688456535339355 	 ACC 0.25 
LOSS 10.177785873413086 	 ACC 0.5 
LOSS 10.767298698425293 	 ACC 0.25 
LOSS 9.216938972473145 	 ACC 0.25 
LOSS 7.884744167327881 	 ACC 0.0 
LOSS 7.650530815124512 	 ACC 0.15 
LOSS 12.391092300415039 	 ACC 0.0 
LOSS 8.51005744934082 	 ACC 0.25 
LOSS 5.611958026885986 	 ACC 0.25 
LOSS 9.542314529418945 	 ACC 0.0 
LOSS 10.403899192810059 	 ACC 0.0 
LOSS 7.197572231292725 	 ACC 0.0 
LOSS 7.199167728424072 	 ACC 0.25 
LOSS 12.88302230834961 	 ACC 0.25 
LOSS 6.190377712249756 	 ACC 0.0 
LOSS 10.177350044250488 	 ACC 0.15000000000000002 
LOSS 7.036640644073486 	 ACC 0.5 
LOSS 6.351619720458984 	 ACC 0.25 
LOSS 8.831064224243164 	 ACC 0.0 
LOSS 12.025445938110352 	 ACC 0.29999999999999993 
LOSS 4.920238018035889 	 ACC 0.0 
LOSS 13.108576774597168 	 ACC 0.5 
LOSS 7.571630477905273 	 ACC 0.25 
LOSS 8.916284561157227 	 ACC 0.5 
LOSS 13.99880599975586 	 ACC 0.25 
LOSS 8.23323917388916 	 ACC 0.75 
LOSS 6.781735897064209 	 ACC 0.25 
LOSS 11.806286811828613 	 ACC 0.25 
LOSS 11.923794746398926 	 ACC 0.25 
LOSS 7.0138397216796875 	 ACC 0.0 
LOSS 11.690336227416992 	 ACC 0.0 
LOSS 7.596085548400879 	 ACC 0.25 
LOSS 10.599398612976074 	 ACC 0.5 
LOSS 7.392797946929932 	 ACC 0.0 
LOSS 9.53414249420166 	 ACC 0.5 
LOSS 11.462085723876953 	 ACC 0.25 
LOSS 10.833410263061523 	 ACC 0.25 
LOSS 6.08510160446167 	 ACC 0.25 
LOSS 5.294058322906494 	 ACC 0.25 
LOSS 7.624971389770508 	 ACC 0.25 
LOSS 8.491693496704102 	 ACC 0.75 
LOSS 10.129420280456543 	 ACC 0.14999999999999997 
LOSS 7.3057403564453125 	 ACC 0.25 
LOSS 14.656180381774902 	 ACC 0.25 
LOSS 5.170028209686279 	 ACC 0.25 
LOSS 11.784280776977539 	 ACC 0.65 
LOSS 10.300420761108398 	 ACC 0.5 
LOSS 10.836431503295898 	 ACC 0.25 
LOSS 9.436405181884766 	 ACC 0.0 
LOSS 10.713659286499023 	 ACC 0.4 
LOSS 9.208837509155273 	 ACC 0.25 
LOSS 8.009846687316895 	 ACC 0.65 
LOSS 10.67426872253418 	 ACC 0.25 
LOSS 5.001678943634033 	 ACC 0.4 
LOSS 5.6534905433654785 	 ACC 0.14999999999999997 
LOSS 11.362924575805664 	 ACC 0.5 
LOSS 12.068312644958496 	 ACC 0.25 
LOSS 8.094022750854492 	 ACC 0.0 
LOSS 5.845500946044922 	 ACC 0.25 
LOSS 5.411994457244873 	 ACC 0.0 
LOSS 8.678653717041016 	 ACC 0.25 
LOSS 12.619397163391113 	 ACC 0.14999999999999997 
LOSS 7.678339958190918 	 ACC 0.25 
LOSS 10.38436508178711 	 ACC 0.0 
LOSS 7.3864054679870605 	 ACC 0.25 
LOSS 11.199453353881836 	 ACC 0.0 
LOSS 6.840354919433594 	 ACC 0.25 
LOSS 10.939238548278809 	 ACC 0.5 
LOSS 8.627988815307617 	 ACC 0.14999999999999997 
LOSS 10.37525463104248 	 ACC 0.5 
LOSS 6.3189520835876465 	 ACC 0.15 
LOSS 7.77316427230835 	 ACC 0.14999999999999997 
LOSS 14.266018867492676 	 ACC 0.15000000000000002 
LOSS 9.25539779663086 	 ACC 0.15 
LOSS 10.573528289794922 	 ACC 0.25 
LOSS 8.997851371765137 	 ACC 0.4 
LOSS 8.1434907913208 	 ACC 0.5 
LOSS 7.267837047576904 	 ACC 0.15 
LOSS 5.787888050079346 	 ACC 0.15 
LOSS 8.21473217010498 	 ACC 0.25 
LOSS 7.443423748016357 	 ACC 0.15 
LOSS 8.801199913024902 	 ACC 0.0 
LOSS 4.886778354644775 	 ACC 0.5 
LOSS 4.670261859893799 	 ACC 0.39999999999999997 
LOSS 8.384476661682129 	 ACC 0.0 
LOSS 7.946019649505615 	 ACC 0.55 
LOSS 5.408914089202881 	 ACC 0.25 
LOSS 13.780762672424316 	 ACC 0.25 
LOSS 9.369393348693848 	 ACC 0.25 
LOSS 10.521791458129883 	 ACC 0.5 
LOSS 7.310075759887695 	 ACC 0.25 
LOSS 7.342557430267334 	 ACC 0.0 
LOSS 12.628708839416504 	 ACC 0.0 
LOSS 10.36532974243164 	 ACC 0.25 
LOSS 10.499898910522461 	 ACC 0.25 
LOSS 9.091445922851562 	 ACC 0.4 
LOSS 8.453072547912598 	 ACC 0.25 
LOSS 8.46158504486084 	 ACC 0.65 
LOSS 7.474250316619873 	 ACC 0.15 
LOSS 11.825322151184082 	 ACC 0.0 
LOSS 5.814381122589111 	 ACC 0.0 
LOSS 9.872061729431152 	 ACC 0.14999999999999997 
LOSS 16.414127349853516 	 ACC 0.4 
LOSS 6.375836372375488 	 ACC 0.5 
LOSS 4.598413944244385 	 ACC 0.25 
LOSS 9.440045356750488 	 ACC 0.25 
LOSS 11.641860008239746 	 ACC 0.39999999999999997 
LOSS 8.77344799041748 	 ACC 0.0 
LOSS 5.732017993927002 	 ACC 0.0 
LOSS 8.973854064941406 	 ACC 0.0 
LOSS 11.729551315307617 	 ACC 0.15 
LOSS 11.216562271118164 	 ACC 0.0 
LOSS 3.5656182765960693 	 ACC 0.0 
LOSS 8.563517570495605 	 ACC 0.25 
LOSS 4.795323848724365 	 ACC 0.25 
LOSS 7.203441619873047 	 ACC 0.5 
LOSS 11.04894733428955 	 ACC 0.0 
LOSS 8.834653854370117 	 ACC 0.25 
LOSS 5.525602340698242 	 ACC 0.25 
LOSS 8.48029899597168 	 ACC 0.25 
LOSS 8.685431480407715 	 ACC 0.15000000000000002 
LOSS 11.81661605834961 	 ACC 0.25 
LOSS 13.568036079406738 	 ACC 0.39999999999999997 
LOSS 8.194378852844238 	 ACC 0.0 
LOSS 9.405146598815918 	 ACC 0.25 
LOSS 8.438053131103516 	 ACC 0.0 
LOSS 9.648265838623047 	 ACC 0.0 
LOSS 10.338438987731934 	 ACC 0.0 
LOSS 8.983001708984375 	 ACC 0.0 
LOSS 4.055258274078369 	 ACC 0.0 
LOSS 6.030751705169678 	 ACC 0.25 
LOSS 9.214691162109375 	 ACC 0.75 
LOSS 6.284616470336914 	 ACC 0.75 
LOSS 7.695653915405273 	 ACC 0.0 
LOSS 8.80399227142334 	 ACC 0.0 
LOSS 10.976391792297363 	 ACC 0.25 
LOSS 7.9727463722229 	 ACC 0.0 
LOSS 8.525900840759277 	 ACC 0.25 
LOSS 8.651439666748047 	 ACC 0.25 
LOSS 7.947640895843506 	 ACC 0.25 
LOSS 9.9299955368042 	 ACC 0.25 
LOSS 8.021635055541992 	 ACC 0.5 
LOSS 7.529282569885254 	 ACC 0.25 
LOSS 9.942617416381836 	 ACC 0.25 
LOSS 8.426331520080566 	 ACC 0.15000000000000002 
LOSS 8.473029136657715 	 ACC 0.0 
LOSS 4.599198818206787 	 ACC 0.0 
LOSS 6.556924819946289 	 ACC 0.25 
LOSS 7.571812152862549 	 ACC 0.0 
LOSS 5.817988872528076 	 ACC 0.14999999999999997 
LOSS 9.581013679504395 	 ACC 0.0 
LOSS 10.805736541748047 	 ACC 0.5 
LOSS 7.634733200073242 	 ACC 0.25 
LOSS 2.0586884021759033 	 ACC 0.14999999999999997 
LOSS 11.336352348327637 	 ACC 0.4 
LOSS 7.911066055297852 	 ACC 0.15000000000000002 
LOSS 5.867536544799805 	 ACC 0.0 
LOSS 4.382175922393799 	 ACC 0.0 
LOSS 10.186976432800293 	 ACC 0.0 
LOSS 6.3486504554748535 	 ACC 0.5 
LOSS 8.522459030151367 	 ACC 0.25 
LOSS 10.665425300598145 	 ACC 0.39999999999999997 
LOSS 3.8495616912841797 	 ACC 0.4 
LOSS 6.776426315307617 	 ACC 0.5 
LOSS 7.897511005401611 	 ACC 0.25 
LOSS 8.410673141479492 	 ACC 0.0 
LOSS 9.80990982055664 	 ACC 0.39999999999999997 
LOSS 6.776355743408203 	 ACC 0.4 
LOSS 7.293641090393066 	 ACC 0.55 
LOSS 4.227580547332764 	 ACC 0.4 
LOSS 4.194478511810303 	 ACC 0.39999999999999997 
LOSS 5.109814643859863 	 ACC 0.25 
LOSS 6.556524276733398 	 ACC 0.25 
LOSS 7.063361644744873 	 ACC 0.4 
LOSS 4.956916332244873 	 ACC 0.15 
LOSS 7.947866439819336 	 ACC 0.25 
LOSS 6.431854248046875 	 ACC 0.25 
LOSS 9.964795112609863 	 ACC 0.0 
LOSS 7.38916540145874 	 ACC 0.25 
LOSS 11.905920028686523 	 ACC 0.25 
LOSS 8.633471488952637 	 ACC 0.5 
LOSS 8.441999435424805 	 ACC 0.39999999999999997 
LOSS 8.095945358276367 	 ACC 0.25 
LOSS 6.319743633270264 	 ACC 0.4 
LOSS 8.058168411254883 	 ACC 0.5 
LOSS 10.127397537231445 	 ACC 0.25 
LOSS 8.866263389587402 	 ACC 0.25 
LOSS 10.753480911254883 	 ACC 0.25 
LOSS 8.651631355285645 	 ACC 0.25 
LOSS 9.245904922485352 	 ACC 0.0 
LOSS 8.057190895080566 	 ACC 0.6499999999999999 
LOSS 5.491661071777344 	 ACC 0.4 
LOSS 8.250866889953613 	 ACC 0.0 
LOSS 9.47558879852295 	 ACC 0.0 
LOSS 3.9375627040863037 	 ACC 1.0 
LOSS 6.479946136474609 	 ACC 0.0 
LOSS 4.710241317749023 	 ACC 0.25 
LOSS 9.573005676269531 	 ACC 0.15 
LOSS 7.9396071434021 	 ACC 0.25 
LOSS 9.084142684936523 	 ACC 0.4 
LOSS 10.200316429138184 	 ACC 0.14999999999999997 
LOSS 7.297272682189941 	 ACC 0.4 
LOSS 10.368327140808105 	 ACC 0.25 
LOSS 9.426141738891602 	 ACC 0.5 
LOSS 7.839448928833008 	 ACC 0.5499999999999999 
LOSS 5.011804580688477 	 ACC 0.0 
LOSS 6.322125434875488 	 ACC 0.25 
LOSS 7.699839115142822 	 ACC 0.5 
LOSS 7.574753761291504 	 ACC 0.25 
LOSS 7.750696182250977 	 ACC 0.25 
LOSS 10.611176490783691 	 ACC 0.25 
LOSS 7.155552864074707 	 ACC 0.5 
LOSS 8.173227310180664 	 ACC 0.0 
LOSS 7.718354225158691 	 ACC 0.25 
LOSS 5.850457668304443 	 ACC 0.0 
LOSS 7.366761207580566 	 ACC 0.5 
LOSS 5.513686656951904 	 ACC 0.25 
LOSS 7.309426784515381 	 ACC 0.25 
LOSS 6.819578647613525 	 ACC 0.0 
LOSS 9.3613862991333 	 ACC 0.0 
LOSS 7.870001316070557 	 ACC 0.14999999999999997 
LOSS 6.548128128051758 	 ACC 0.15000000000000002 
LOSS 8.899288177490234 	 ACC 0.0 
LOSS 5.14312219619751 	 ACC 0.0 
LOSS 9.294251441955566 	 ACC 0.0 
LOSS 6.160506725311279 	 ACC 0.75 
LOSS 8.96981143951416 	 ACC 0.75 
LOSS 7.325543403625488 	 ACC 0.15 
LOSS 7.6423420906066895 	 ACC 0.0 
LOSS 8.089371681213379 	 ACC 0.14999999999999997 
LOSS 4.746391773223877 	 ACC 0.0 
LOSS 3.169905424118042 	 ACC 0.0 
LOSS 9.91980266571045 	 ACC 0.0 
LOSS 9.59172248840332 	 ACC 0.14999999999999997 
LOSS 5.074125289916992 	 ACC 0.0 
LOSS 7.408148765563965 	 ACC 0.14999999999999997 
LOSS 5.6463470458984375 	 ACC 0.39999999999999997 
LOSS 7.642528057098389 	 ACC 0.0 
LOSS 9.466592788696289 	 ACC 0.25 
LOSS 7.810610771179199 	 ACC 0.25 
LOSS 9.052801132202148 	 ACC 0.25 
LOSS 5.149000644683838 	 ACC 0.25 
LOSS 9.564376831054688 	 ACC 0.25 
LOSS 5.476358413696289 	 ACC 0.5 
LOSS 4.903430461883545 	 ACC 0.0 
LOSS 5.719894886016846 	 ACC 0.25 
LOSS 8.653423309326172 	 ACC 0.39999999999999997 
LOSS 9.508119583129883 	 ACC 0.0 
LOSS 5.875824928283691 	 ACC 0.4 
LOSS 6.913461685180664 	 ACC 0.5 
LOSS 4.643863677978516 	 ACC 0.25 
LOSS 10.530592918395996 	 ACC 0.25 
LOSS 6.2930378913879395 	 ACC 0.6499999999999999 
LOSS 3.381261110305786 	 ACC 0.14999999999999997 
LOSS 3.9817028045654297 	 ACC 0.0 
LOSS 5.834600925445557 	 ACC 0.25 
LOSS 10.475973129272461 	 ACC 0.25 
LOSS 5.162215709686279 	 ACC 0.0 
LOSS 5.473586559295654 	 ACC 0.4 
LOSS 4.112588405609131 	 ACC 0.25 
LOSS 6.154589653015137 	 ACC 0.0 
LOSS 3.1881940364837646 	 ACC 0.5 
LOSS 3.853189706802368 	 ACC 0.4 
LOSS 7.867524147033691 	 ACC 0.5 
LOSS 8.176848411560059 	 ACC 0.65 
LOSS 9.093442916870117 	 ACC 0.4 
LOSS 7.6397857666015625 	 ACC 0.0 
LOSS 6.172284126281738 	 ACC 0.25 
LOSS 9.964683532714844 	 ACC 0.0 
LOSS 8.386669158935547 	 ACC 0.25 
LOSS 7.367552280426025 	 ACC 0.25 
LOSS 9.68626594543457 	 ACC 0.5 
LOSS 8.635527610778809 	 ACC 0.25 
LOSS 6.8682427406311035 	 ACC 0.25 
LOSS 7.3619608879089355 	 ACC 0.39999999999999997 
LOSS 4.571024417877197 	 ACC 0.29999999999999993 
LOSS 8.760244369506836 	 ACC 0.5 
LOSS 5.551332950592041 	 ACC 0.0 
LOSS 7.647307395935059 	 ACC 0.5 
LOSS 7.921030521392822 	 ACC 0.25 
LOSS 11.990052223205566 	 ACC 0.0 
LOSS 6.570316314697266 	 ACC 0.5 
LOSS 8.624236106872559 	 ACC 0.14999999999999997 
LOSS 4.360128402709961 	 ACC 0.25 
LOSS 9.97764778137207 	 ACC 0.0 
LOSS 12.759761810302734 	 ACC 0.0 
LOSS 8.394427299499512 	 ACC 0.25 
LOSS 9.141352653503418 	 ACC 0.25 
LOSS 7.443907737731934 	 ACC 0.0 
LOSS 7.363559722900391 	 ACC 0.25 
LOSS 7.17062520980835 	 ACC 0.0 
LOSS 8.948586463928223 	 ACC 0.14999999999999997 
LOSS 6.485766410827637 	 ACC 0.0 
LOSS 7.350895881652832 	 ACC 0.15 
LOSS 7.056098937988281 	 ACC 0.0 
LOSS 5.035305500030518 	 ACC 0.25 
LOSS 5.730231761932373 	 ACC 0.0 
LOSS 9.152959823608398 	 ACC 0.25 
LOSS 7.446328639984131 	 ACC 0.25 
LOSS 6.862461566925049 	 ACC 0.25 
LOSS 7.4508233070373535 	 ACC 0.39999999999999997 
LOSS 6.119003772735596 	 ACC 0.25 
LOSS 4.683351516723633 	 ACC 0.25 
LOSS 6.196764945983887 	 ACC 0.0 
LOSS 3.718167304992676 	 ACC 0.0 
LOSS 4.822362899780273 	 ACC 0.5 
LOSS 5.827619552612305 	 ACC 0.4 
LOSS 6.180930137634277 	 ACC 0.0 
LOSS 4.5557990074157715 	 ACC 0.25 
LOSS 7.697656631469727 	 ACC 0.0 
LOSS 3.379645347595215 	 ACC 0.5 
LOSS 7.17938232421875 	 ACC 0.0 
LOSS 5.3335185050964355 	 ACC 0.25 
LOSS 6.470447540283203 	 ACC 0.65 
LOSS 7.0097832679748535 	 ACC 0.0 
LOSS 7.740202903747559 	 ACC 0.5 
LOSS 6.966497898101807 	 ACC 0.0 
LOSS 8.065949440002441 	 ACC 0.39999999999999997 
LOSS 10.670267105102539 	 ACC 0.25 
LOSS 7.920916557312012 	 ACC 0.0 
LOSS 8.23583984375 	 ACC 0.25 
LOSS 6.359658241271973 	 ACC 0.14999999999999997 
LOSS 5.507557392120361 	 ACC 0.5 
LOSS 7.435500621795654 	 ACC 0.6499999999999999 
LOSS 7.755399227142334 	 ACC 0.25 
LOSS 5.381307125091553 	 ACC 0.75 
LOSS 8.52771282196045 	 ACC 0.25 
LOSS 4.632485866546631 	 ACC 0.5 
LOSS 8.034399032592773 	 ACC 0.0 
LOSS 6.737624645233154 	 ACC 0.5 
LOSS 7.510899066925049 	 ACC 0.25 
LOSS 5.925045967102051 	 ACC 0.15 
LOSS 7.813719272613525 	 ACC 0.25 
LOSS 4.70842981338501 	 ACC 0.25 
LOSS 3.323061227798462 	 ACC 0.0 
LOSS 10.143210411071777 	 ACC 0.25 
LOSS 6.102124214172363 	 ACC 0.0 
LOSS 7.868260860443115 	 ACC 0.29999999999999993 
LOSS 5.402259349822998 	 ACC 0.39999999999999997 
LOSS 4.169421672821045 	 ACC 0.25 
LOSS 5.5649518966674805 	 ACC 0.25 
LOSS 3.743086814880371 	 ACC 0.25 
LOSS 7.141788959503174 	 ACC 0.65 
LOSS 5.551831245422363 	 ACC 0.15000000000000002 
LOSS 8.303251266479492 	 ACC 0.6499999999999999 
LOSS 7.927407264709473 	 ACC 0.25 
LOSS 10.905800819396973 	 ACC 0.0 
LOSS 4.820367813110352 	 ACC 0.0 
LOSS 5.186347484588623 	 ACC 0.39999999999999997 
LOSS 4.902816295623779 	 ACC 0.25 
LOSS 5.542199611663818 	 ACC 0.3 
LOSS 6.552504062652588 	 ACC 0.14999999999999997 
LOSS 9.303133964538574 	 ACC 0.25 
LOSS 8.808832168579102 	 ACC 0.4 
LOSS 4.095948696136475 	 ACC 0.0 
LOSS 7.569029331207275 	 ACC 0.5 
LOSS 6.1458258628845215 	 ACC 0.25 
LOSS 4.212601184844971 	 ACC 0.15000000000000002 
LOSS 6.0337653160095215 	 ACC 0.0 
LOSS 6.28154993057251 	 ACC 0.65 
LOSS 7.421511650085449 	 ACC 0.5 
LOSS 5.699004173278809 	 ACC 0.0 
LOSS 6.081551551818848 	 ACC 0.0 
LOSS 5.568248748779297 	 ACC 0.75 
LOSS 8.702244758605957 	 ACC 0.15 
LOSS 3.982598066329956 	 ACC 0.0 
LOSS 5.913309097290039 	 ACC 0.25 
LOSS 6.1310577392578125 	 ACC 0.0 
LOSS 6.163272857666016 	 ACC 0.4 
LOSS 9.09164047241211 	 ACC 0.25 
LOSS 6.7140913009643555 	 ACC 0.25 
LOSS 6.157729148864746 	 ACC 0.0 
LOSS 4.898573398590088 	 ACC 0.5 
LOSS 3.931917428970337 	 ACC 0.25 
LOSS 6.15135383605957 	 ACC 0.5 
LOSS 4.9762187004089355 	 ACC 0.0 
LOSS 4.542450428009033 	 ACC 0.65 
LOSS 6.944623947143555 	 ACC 0.25 
LOSS 9.996011734008789 	 ACC 0.0 
LOSS 3.463529348373413 	 ACC 0.0 
LOSS 6.342090129852295 	 ACC 0.39999999999999997 
LOSS 5.657688617706299 	 ACC 0.25 
LOSS 6.483962059020996 	 ACC 0.5 
LOSS 7.617316246032715 	 ACC 0.25 
LOSS 6.940146446228027 	 ACC 0.25 
LOSS 3.5420520305633545 	 ACC 0.25 
LOSS 6.814869403839111 	 ACC 0.15 
LOSS 5.534353733062744 	 ACC 0.25 
LOSS 8.440248489379883 	 ACC 0.7999999999999998 
LOSS 6.490859508514404 	 ACC 0.75 
LOSS 4.779937267303467 	 ACC 0.14999999999999997 
LOSS 5.38996696472168 	 ACC 0.65 
LOSS 9.413511276245117 	 ACC 0.0 
LOSS 4.316807270050049 	 ACC 0.25 
LOSS 7.0640740394592285 	 ACC 0.0 
LOSS 4.65908670425415 	 ACC 0.5 
LOSS 6.809493541717529 	 ACC 0.14999999999999997 
LOSS 7.4813923835754395 	 ACC 0.25 
LOSS 5.6450676918029785 	 ACC 0.25 
LOSS 7.497042179107666 	 ACC 0.0 
LOSS 6.263990879058838 	 ACC 0.25 
LOSS 8.216923713684082 	 ACC 0.5 
LOSS 5.728226184844971 	 ACC 0.5 
LOSS 6.303946495056152 	 ACC 0.0 
LOSS 5.142961025238037 	 ACC 0.25 
LOSS 5.631394386291504 	 ACC 0.75 
LOSS 5.685156345367432 	 ACC 0.25 
LOSS 8.273910522460938 	 ACC 0.0 
LOSS 7.798113822937012 	 ACC 0.0 
LOSS 4.171445369720459 	 ACC 0.25 
LOSS 5.8557353019714355 	 ACC 0.25 
LOSS 6.088006019592285 	 ACC 0.0 
LOSS 6.394476413726807 	 ACC 0.39999999999999997 
LOSS 6.677598476409912 	 ACC 0.0 
LOSS 6.904455661773682 	 ACC 0.25 
LOSS 7.603174686431885 	 ACC 0.0 
LOSS 5.095860004425049 	 ACC 0.5 
LOSS 4.554543495178223 	 ACC 0.0 
LOSS 5.7078166007995605 	 ACC 0.25 
LOSS 3.097837448120117 	 ACC 0.25 
LOSS 5.3066558837890625 	 ACC 0.25 
LOSS 7.890969753265381 	 ACC 0.25 
LOSS 9.151586532592773 	 ACC 0.39999999999999997 
LOSS 7.201774597167969 	 ACC 0.25 
LOSS 5.841609477996826 	 ACC 0.0 
LOSS 3.9741199016571045 	 ACC 0.25 
LOSS 2.532841920852661 	 ACC 0.4 
LOSS 7.708942890167236 	 ACC 0.0 
LOSS 2.6175239086151123 	 ACC 0.5 
LOSS 5.274354457855225 	 ACC 0.25 
LOSS 6.104337692260742 	 ACC 0.15 
LOSS 6.922397613525391 	 ACC 0.25 
LOSS 6.863279819488525 	 ACC 0.0 
LOSS 5.363736629486084 	 ACC 0.39999999999999997 
LOSS 7.906230926513672 	 ACC 0.14999999999999997 
LOSS 5.295039176940918 	 ACC 0.25 
LOSS 5.757880210876465 	 ACC 0.0 
LOSS 6.68154239654541 	 ACC 0.25 
LOSS 4.917489051818848 	 ACC 0.25 
LOSS 3.160568952560425 	 ACC 0.25 
LOSS 6.119591236114502 	 ACC 0.39999999999999997 
LOSS 5.969742774963379 	 ACC 0.5 
LOSS 5.516000270843506 	 ACC 0.5 
LOSS 7.329854965209961 	 ACC 0.5 
LOSS 8.399499893188477 	 ACC 0.5 
LOSS 7.883200168609619 	 ACC 0.0 
LOSS 5.694208145141602 	 ACC 0.0 
LOSS 3.8932344913482666 	 ACC 0.25 
LOSS 4.971696853637695 	 ACC 0.5 
LOSS 6.548906326293945 	 ACC 0.25 
LOSS 5.105441093444824 	 ACC 0.0 
LOSS 5.491739273071289 	 ACC 0.0 
LOSS 7.473067283630371 	 ACC 0.14999999999999997 
LOSS 4.788122653961182 	 ACC 0.0 
LOSS 2.773003578186035 	 ACC 0.0 
LOSS 4.677281856536865 	 ACC 0.0 
LOSS 6.8844451904296875 	 ACC 0.0 
LOSS 7.741219520568848 	 ACC 0.25 
LOSS 4.939897060394287 	 ACC 0.0 
LOSS 7.9920501708984375 	 ACC 0.0 
LOSS 6.8095808029174805 	 ACC 0.25 
LOSS 6.242440223693848 	 ACC 0.5 
LOSS 3.831799268722534 	 ACC 0.0 
LOSS 3.669896125793457 	 ACC 0.25 
LOSS 6.991433620452881 	 ACC 0.0 
LOSS 1.552217960357666 	 ACC 0.14999999999999997 
LOSS 5.960319519042969 	 ACC 0.0 
LOSS 5.5395731925964355 	 ACC 0.0 
LOSS 4.0160231590271 	 ACC 0.0 
LOSS 3.8084075450897217 	 ACC 0.0 
LOSS 6.929598331451416 	 ACC 0.0 
LOSS 9.147356033325195 	 ACC 0.25 
LOSS 4.717175006866455 	 ACC 0.25 
LOSS 6.02831506729126 	 ACC 0.39999999999999997 
LOSS 3.8042938709259033 	 ACC 0.5 
LOSS 6.192949295043945 	 ACC 0.25 
LOSS 5.204132080078125 	 ACC 0.0 
LOSS 5.853731155395508 	 ACC 0.25 
LOSS 4.060983657836914 	 ACC 0.25 
LOSS 3.8181543350219727 	 ACC 0.0 
LOSS 5.922756195068359 	 ACC 0.5 
LOSS 7.036618232727051 	 ACC 0.0 
LOSS 4.308589935302734 	 ACC 0.6499999999999999 
LOSS 6.673099517822266 	 ACC 0.25 
LOSS 2.7997779846191406 	 ACC 0.25 
LOSS 5.955108642578125 	 ACC 0.75 
LOSS 3.5201003551483154 	 ACC 0.25 
LOSS 5.707605838775635 	 ACC 0.45 
LOSS 6.349558353424072 	 ACC 0.29999999999999993 
LOSS 6.847448825836182 	 ACC 0.25 
LOSS 6.15829610824585 	 ACC 0.25 
